DATE,Total Assets,Repurchase Agreements,U.S. Treasuries Held Outright by Federal Reserve,Mortgage-backed Securities Held by the Federal Reserves,Total Liabilities,Monetary Base,Monetary Base not Sterilized by the Federal Reserve,Excess Reserves,Treasury's General Account,Reverse Repurchase Agreements
2012-02-19,2937893.0,0.0,1667071.0,847806.0,2883345.0,2715207.0,1044259.0,1580752.0,50066.0,87117.0
2012-02-26,2932813.0,0.0,1656581.0,853045.0,2878219.0,2715207.0,1048004.0,1580752.0,36033.0,89824.0
2012-03-04,2925722.0,0.0,1661601.0,840795.0,2871203.0,2692860.0,1049876.0,1546847.0,62542.0,87553.0
2012-03-11,2884747.0,0.0,1659279.0,840796.0,2830302.0,2692860.0,1053260.0,1546847.0,26437.0,86429.0
2012-03-18,2893560.0,0.0,1659768.0,853885.0,2839111.0,2648997.0,1055150.0,1505782.0,45420.0,99250.0
2012-03-25,2892646.0,0.0,1663484.0,851260.0,2838312.0,2648997.0,1055474.0,1505782.0,87172.0,85888.0
2012-04-01,2878137.0,0.0,1664911.0,836786.0,2823703.0,2637582.0,1056418.0,1488852.0,68452.0,83227.0
2012-04-08,2865478.0,0.0,1669371.0,836793.0,2811044.0,2637582.0,1059520.0,1488852.0,56774.0,83351.0
2012-04-15,2867200.0,0.0,1681093.0,836793.0,2812759.0,2659405.0,1059842.0,1509869.0,35524.0,88889.0
2012-04-22,2875470.0,0.0,1672141.0,855361.0,2821011.0,2659405.0,1058550.0,1509869.0,103093.0,91368.0
2012-04-29,2866561.0,0.0,1667766.0,847796.0,2812099.0,2617791.0,1058308.0,1457644.0,102592.0,92447.0
2012-05-06,2864280.0,0.0,1667630.0,847820.0,2809801.0,2617791.0,1060633.0,1457644.0,136746.0,90336.0
2012-05-13,2864150.0,0.0,1665939.0,847826.0,2809597.0,2604299.0,1062148.0,1450701.0,102803.0,87779.0
2012-05-20,2850984.0,0.0,1656793.0,858229.0,2796335.0,2604299.0,1061643.0,1450701.0,101035.0,91022.0
2012-05-27,2859495.0,0.0,1656824.0,864985.0,2804847.0,2626106.0,1063767.0,1461815.0,80366.0,93575.0
2012-06-03,2842654.0,0.0,1656675.0,851750.0,2787997.0,2626106.0,1068150.0,1461815.0,67595.0,93526.0
2012-06-10,2852018.0,0.0,1664292.0,851759.0,2797319.0,2649540.0,1067825.0,1490724.0,54040.0,88861.0
2012-06-17,2869071.0,0.0,1660158.0,867934.0,2814433.0,2649540.0,1067221.0,1490724.0,36248.0,83419.0
2012-06-24,2870846.0,0.0,1663577.0,868038.0,2816178.0,2588939.0,1066758.0,1426477.0,139880.0,84108.0
2012-07-01,2863547.0,0.0,1666530.0,854979.0,2808878.0,2588939.0,1067917.0,1426477.0,117923.0,83737.0
2012-07-08,2865858.0,0.0,1666375.0,855030.0,2811186.0,2624495.0,1075912.0,1458056.0,97508.0,87963.0
2012-07-15,2866279.0,0.0,1662637.0,855054.0,2811605.0,2624495.0,1073732.0,1458056.0,75287.0,89689.0
2012-07-22,2855807.0,0.0,1648694.0,863015.0,2801130.0,2656001.0,1070218.0,1494298.0,58670.0,87994.0
2012-07-29,2846757.0,0.0,1651432.0,853362.0,2792078.0,2656001.0,1069713.0,1494298.0,38258.0,87501.0
2012-08-05,2851118.0,0.0,1649294.0,853478.0,2796430.0,2671140.0,1072591.0,1502629.0,52683.0,89806.0
2012-08-12,2856181.0,600.0,1652416.0,853493.0,2801490.0,2671140.0,1074524.0,1502629.0,26113.0,91505.0
2012-08-19,2833317.0,0.0,1646360.0,854155.0,2778610.0,2650077.0,1075217.0,1480847.0,19906.0,90684.0
2012-08-26,2825661.0,0.0,1637152.0,859310.0,2771001.0,2650077.0,1075754.0,1480847.0,13680.0,93713.0
2012-09-02,2812806.0,0.0,1639413.0,843597.0,2758137.0,2633671.0,1081169.0,1450817.0,25021.0,92651.0
2012-09-09,2822169.0,0.0,1648862.0,843710.0,2767534.0,2633671.0,1086606.0,1450817.0,26561.0,89848.0
2012-09-16,2823448.0,0.0,1650851.0,843730.0,2768813.0,2605483.0,1083835.0,1424679.0,38483.0,92983.0
2012-09-23,2821574.0,0.0,1646098.0,850142.0,2766731.0,2605483.0,1083307.0,1424679.0,75676.0,93969.0
2012-09-30,2804457.0,0.0,1648403.0,834979.0,2749739.0,2563834.0,1085808.0,1371236.0,65665.0,89536.0
2012-10-07,2808512.0,0.0,1652944.0,834992.0,2753780.0,2563834.0,1091276.0,1371236.0,73488.0,87263.0
2012-10-14,2811623.0,0.0,1653737.0,835005.0,2756888.0,2612388.0,1094788.0,1423708.0,53452.0,88335.0
2012-10-21,2846920.0,0.0,1659084.0,862304.0,2792181.0,2612388.0,1093841.0,1423708.0,68600.0,101307.0
2012-10-28,2840964.0,0.0,1646524.0,868069.0,2786216.0,2621436.0,1092845.0,1422918.0,52847.0,91709.0
2012-11-04,2823137.0,0.0,1645334.0,852039.0,2768377.0,2621436.0,1099575.0,1422918.0,99966.0,99748.0
2012-11-11,2830791.0,0.0,1651289.0,852063.0,2775985.0,2643177.0,1104765.0,1438779.0,23970.0,92980.0
2012-11-18,2877244.0,0.0,1656833.0,889020.0,2822103.0,2643177.0,1106915.0,1438779.0,26859.0,93590.0
2012-11-25,2871161.0,0.0,1650489.0,900583.0,2815991.0,2646209.0,1111192.0,1427749.0,15639.0,93736.0
2012-12-02,2851362.0,0.0,1646645.0,883539.0,2796182.0,2646209.0,1110454.0,1427749.0,16103.0,93230.0
2012-12-09,2859807.0,0.0,1653593.0,883646.0,2805114.0,2676435.0,1112322.0,1463862.0,21431.0,96318.0
2012-12-16,2917260.0,0.0,1660807.0,928801.0,2862534.0,2676435.0,1113527.0,1463862.0,31399.0,102444.0
2012-12-23,2920231.0,0.0,1658851.0,933391.0,2865502.0,2670477.0,1117463.0,1452680.0,75017.0,100964.0
2012-12-30,2907300.0,0.0,1656930.0,926558.0,2852572.0,2670477.0,1124578.0,1452680.0,55679.0,99853.0
2013-01-06,2917189.0,0.0,1666118.0,926691.0,2862469.0,2690080.0,1126861.0,1463479.0,84458.0,103271.0
2013-01-13,2928728.0,0.0,1676307.0,926712.0,2874006.0,2690080.0,1118345.0,1463479.0,47338.0,94967.0
2013-01-20,2963812.0,0.0,1688886.0,947608.0,2909087.0,2741803.0,1112818.0,1521889.0,77177.0,90644.0
2013-01-27,3011697.0,0.0,1696691.0,983174.0,2956967.0,2741803.0,1113879.0,1521889.0,81243.0,89893.0
2013-02-03,3008704.0,0.0,1710058.0,965784.0,2953916.0,2799758.0,1113859.0,1578184.0,71305.0,98432.0
2013-02-10,3014975.0,0.0,1717182.0,965883.0,2960164.0,2799758.0,1118594.0,1578184.0,48137.0,84529.0
2013-02-17,3074225.0,0.0,1728477.0,1009666.0,3019246.0,2840988.0,1122999.0,1615438.0,42358.0,89055.0
2013-02-24,3095150.0,0.0,1736456.0,1032712.0,3040168.0,2840988.0,1127723.0,1615438.0,40703.0,93121.0
2013-03-03,3090600.0,0.0,1749545.0,1015914.0,3035612.0,2886833.0,1128862.0,1648103.0,15966.0,100612.0
2013-03-10,3108805.0,0.0,1761763.0,1015943.0,3053791.0,2886833.0,1132652.0,1648103.0,48960.0,93467.0
2013-03-17,3165396.0,0.0,1769987.0,1060869.0,3110305.0,2932071.0,1133295.0,1697289.0,28448.0,92190.0
2013-03-24,3206888.0,0.0,1784652.0,1085507.0,3151793.0,2932071.0,1132556.0,1697289.0,71131.0,92925.0
2013-03-31,3202256.0,0.0,1794459.0,1070932.0,3147127.0,2965102.0,1135095.0,1726552.0,53218.0,92541.0
2013-04-07,3215432.0,0.0,1805639.0,1070974.0,3160300.0,2965102.0,1136943.0,1726552.0,60060.0,94167.0
2013-04-14,3227762.0,0.0,1814482.0,1071084.0,3172623.0,3028362.0,1137087.0,1793540.0,52487.0,94280.0
2013-04-21,3295109.0,0.0,1825042.0,1126119.0,3239968.0,3028362.0,1136345.0,1793540.0,121204.0,97577.0
2013-04-28,3318649.0,0.0,1836227.0,1136007.0,3263521.0,3004595.0,1137605.0,1751984.0,167621.0,90455.0
2013-05-05,3317194.0,0.0,1847983.0,1121535.0,3262037.0,3004595.0,1139975.0,1751984.0,184624.0,95281.0
2013-05-12,3324615.0,0.0,1854334.0,1121552.0,3269445.0,3069217.0,1142531.0,1823319.0,133620.0,88221.0
2013-05-19,3354269.0,0.0,1864508.0,1150494.0,3299076.0,3069217.0,1143322.0,1823319.0,69489.0,89385.0
2013-05-26,3398713.0,0.0,1877154.0,1178785.0,3343510.0,3158707.0,1145256.0,1897052.0,25206.0,86693.0
2013-06-02,3385128.0,0.0,1883559.0,1164934.0,3329923.0,3158707.0,1149335.0,1897052.0,14298.0,88177.0
2013-06-09,3400183.0,0.0,1898010.0,1164991.0,3345164.0,3214686.0,1147520.0,1963276.0,41025.0,94279.0
2013-06-16,3410842.0,0.0,1906079.0,1165008.0,3355872.0,3214686.0,1146598.0,1963276.0,39284.0,86277.0
2013-06-23,3470530.0,0.0,1918706.0,1208981.0,3415554.0,3177550.0,1146877.0,1922549.0,117287.0,88367.0
2013-06-30,3478672.0,0.0,1928416.0,1208116.0,3423696.0,3177550.0,1150335.0,1922549.0,94271.0,88693.0
2013-07-07,3492742.0,0.0,1942678.0,1208136.0,3437758.0,3245562.0,1159060.0,1983272.0,106048.0,91871.0
2013-07-14,3504095.0,0.0,1952529.0,1208152.0,3449112.0,3245562.0,1156856.0,1983272.0,75254.0,85903.0
2013-07-21,3537861.0,0.0,1961671.0,1234537.0,3482830.0,3288934.0,1152591.0,2031072.0,67165.0,88519.0
2013-07-28,3574574.0,0.0,1970003.0,1260928.0,3519542.0,3288934.0,1151986.0,2031072.0,50966.0,85555.0
2013-08-04,3571797.0,0.0,1982407.0,1246964.0,3516773.0,3359591.0,1154322.0,2098725.0,109693.0,91085.0
2013-08-11,3585359.0,0.0,1993375.0,1246964.0,3530333.0,3359591.0,1156918.0,2098725.0,62679.0,93140.0
2013-08-18,3646323.0,0.0,2001093.0,1299831.0,3591229.0,3383104.0,1156364.0,2123007.0,57157.0,98069.0
2013-08-25,3645668.0,0.0,2012169.0,1303189.0,3590581.0,3383104.0,1156377.0,2123007.0,41527.0,96342.0
2013-09-01,3644456.0,0.0,2023610.0,1291341.0,3589503.0,3448625.0,1160510.0,2173670.0,25064.0,90524.0
2013-09-08,3654182.0,0.0,2033290.0,1291395.0,3599295.0,3448625.0,1166699.0,2173670.0,36359.0,92711.0
2013-09-15,3662035.0,0.0,2041088.0,1291478.0,3607148.0,3485902.0,1163470.0,2218436.0,30020.0,92164.0
2013-09-22,3722192.0,0.0,2052055.0,1339771.0,3667315.0,3485902.0,1161845.0,2218436.0,60914.0,93020.0
2013-09-29,3734018.0,0.0,2062004.0,1342004.0,3679136.0,3500874.0,1162802.0,2221949.0,46017.0,103170.0
2013-10-06,3747387.0,0.0,2076927.0,1342133.0,3692504.0,3500874.0,1166479.0,2221949.0,57533.0,95385.0
2013-10-13,3758663.0,0.0,2086741.0,1342159.0,3703787.0,3578578.0,1170912.0,2305996.0,23393.0,99085.0
2013-10-20,3813599.0,0.0,2095034.0,1387748.0,3758705.0,3578578.0,1173127.0,2305996.0,31866.0,105655.0
2013-10-27,3839033.0,0.0,2106475.0,1400671.0,3784139.0,3607699.0,1173971.0,2317798.0,35691.0,121235.0
2013-11-03,3843396.0,0.0,2117750.0,1393687.0,3788542.0,3607699.0,1175550.0,2317798.0,30725.0,114290.0
2013-11-10,3851623.0,0.0,2125552.0,1393694.0,3796797.0,3665340.0,1177482.0,2378573.0,30596.0,110809.0
2013-11-17,3907424.0,0.0,2137037.0,1434553.0,3852581.0,3665340.0,1178742.0,2378573.0,34247.0,106270.0
2013-11-24,3906620.0,0.0,2150957.0,1433886.0,3851721.0,3691369.0,1176942.0,2395156.0,47871.0,106473.0
2013-12-01,3925876.0,0.0,2163666.0,1439854.0,3870912.0,3691369.0,1183993.0,2395156.0,45433.0,107739.0
2013-12-08,3932626.0,0.0,2169788.0,1439864.0,3877647.0,3736105.0,1185260.0,2440754.0,32379.0,109592.0
2013-12-15,3993955.0,0.0,2185719.0,1482966.0,3938974.0,3736105.0,1186440.0,2440754.0,21490.0,135741.0
2013-12-22,4008062.0,0.0,2197292.0,1485407.0,3953077.0,3730512.0,1189176.0,2428716.0,116998.0,111966.0
2013-12-29,4032575.0,0.0,2208829.0,1496943.0,3977557.0,3730512.0,1195201.0,2428716.0,93893.0,151257.0
2014-01-05,4023640.0,0.0,2208775.0,1490162.0,3968627.0,3652774.0,1197920.0,2342076.0,162399.0,315924.0
2014-01-12,4028185.0,0.0,2212924.0,1490167.0,3973163.0,3652774.0,1190760.0,2342076.0,110758.0,150726.0
2014-01-19,4071528.0,0.0,2220953.0,1525204.0,4016498.0,3753108.0,1183539.0,2449634.0,87926.0,156266.0
2014-01-26,4097914.0,0.0,2231430.0,1539467.0,4042883.0,3753108.0,1182672.0,2449634.0,96724.0,201954.0
2014-02-02,4102138.0,0.0,2243176.0,1532224.0,4047106.0,3757474.0,1183141.0,2450925.0,95632.0,195428.0
2014-02-09,4109285.0,0.0,2252973.0,1532231.0,4054144.0,3757474.0,1187151.0,2450925.0,77423.0,196114.0
2014-02-16,4119474.0,0.0,2261099.0,1532242.0,4063668.0,3839563.0,1191693.0,2532547.0,32564.0,192072.0
2014-02-23,4149224.0,0.0,2267872.0,1568686.0,4093395.0,3839563.0,1202562.0,2532547.0,49750.0,193885.0
2014-03-02,4159972.0,0.0,2278256.0,1570067.0,4104095.0,3865853.0,1207569.0,2528153.0,27427.0,232674.0
2014-03-09,4171762.0,0.0,2288453.0,1570119.0,4115688.0,3865853.0,1215074.0,2528153.0,45744.0,172726.0
2014-03-16,4181361.0,0.0,2295938.0,1570129.0,4125285.0,3911099.0,1218569.0,2574156.0,42797.0,161627.0
2014-03-23,4222081.0,0.0,2305795.0,1602984.0,4165994.0,3911099.0,1223183.0,2574156.0,118033.0,171880.0
2014-03-30,4226971.0,0.0,2311539.0,1603104.0,4170870.0,3864796.0,1224796.0,2516856.0,89067.0,197795.0
2014-04-06,4236441.0,0.0,2320653.0,1603108.0,4180341.0,3864796.0,1226950.0,2516856.0,107199.0,197200.0
2014-04-13,4244188.0,0.0,2326085.0,1603108.0,4188066.0,3975116.0,1227767.0,2631260.0,54528.0,182253.0
2014-04-20,4283967.0,0.0,2335991.0,1632629.0,4227870.0,3975116.0,1227489.0,2631260.0,134483.0,173515.0
2014-04-27,4296339.0,0.0,2341768.0,1639134.0,4240222.0,3895660.0,1227118.0,2538116.0,150225.0,256532.0
2014-05-04,4296049.0,0.0,2350272.0,1631875.0,4239922.0,3895660.0,1228708.0,2538116.0,148343.0,325498.0
2014-05-11,4303143.0,0.0,2354916.0,1631875.0,4246925.0,3888168.0,1231360.0,2536799.0,96998.0,300195.0
2014-05-18,4336649.0,0.0,2361328.0,1656030.0,4280343.0,3888168.0,1232057.0,2536799.0,62954.0,293672.0
2014-05-25,4327560.0,0.0,2367236.0,1655815.0,4271217.0,3921421.0,1233591.0,2554381.0,31128.0,324701.0
2014-06-01,4322654.0,0.0,2370724.0,1647982.0,4266313.0,3921421.0,1237978.0,2554381.0,22950.0,278205.0
2014-06-08,4330917.0,0.0,2378186.0,1647983.0,4274604.0,3974339.0,1237058.0,2614653.0,31902.0,232954.0
2014-06-15,4340904.0,0.0,2385801.0,1648003.0,4284593.0,3974339.0,1236061.0,2614653.0,42420.0,213136.0
2014-06-22,4368168.0,0.0,2391477.0,1668386.0,4311856.0,3950816.0,1235772.0,2589937.0,147619.0,191425.0
2014-06-29,4368348.0,0.0,2396972.0,1663897.0,4312026.0,3950816.0,1236205.0,2589937.0,108064.0,222743.0
2014-07-06,4377031.0,0.0,2404577.0,1663901.0,4320713.0,3886317.0,1243667.0,2517407.0,101085.0,258122.0
2014-07-13,4383401.0,0.0,2408506.0,1663901.0,4327083.0,3886317.0,1244205.0,2517407.0,56503.0,248252.0
2014-07-20,4398201.0,0.0,2410339.0,1676976.0,4341880.0,4000589.0,1241287.0,2632603.0,63737.0,209476.0
2014-07-27,4410746.0,0.0,2413616.0,1684265.0,4354425.0,4000589.0,1240227.0,2632603.0,55807.0,241689.0
2014-08-03,4406637.0,0.0,2420285.0,1674363.0,4350311.0,4084563.0,1241974.0,2711094.0,70123.0,228730.0
2014-08-10,4410111.0,0.0,2422566.0,1674363.0,4353800.0,4084563.0,1244467.0,2711094.0,69324.0,229393.0
2014-08-17,4431923.0,0.0,2427647.0,1688571.0,4375588.0,4076179.0,1244873.0,2706508.0,68670.0,233606.0
2014-08-24,4412924.0,0.0,2431395.0,1681901.0,4356567.0,4076179.0,1243749.0,2706508.0,32225.0,268591.0
2014-08-31,4413736.0,0.0,2435932.0,1678312.0,4357417.0,4068394.0,1246222.0,2685576.0,29547.0,282002.0
2014-09-07,4415587.0,0.0,2436986.0,1678316.0,4359250.0,4068394.0,1250066.0,2685576.0,21036.0,250306.0
2014-09-14,4421408.0,0.0,2440637.0,1678322.0,4365067.0,4083445.0,1247980.0,2717430.0,31872.0,267602.0
2014-09-21,4449588.0,0.0,2446572.0,1700497.0,4393241.0,4083445.0,1244959.0,2717430.0,123965.0,252224.0
2014-09-28,4459050.0,0.0,2448625.0,1706282.0,4402681.0,4007866.0,1245118.0,2632386.0,118905.0,261724.0
2014-10-05,4450260.0,0.0,2451736.0,1696424.0,4393880.0,4007866.0,1246841.0,2632386.0,126568.0,311292.0
2014-10-12,4455403.0,0.0,2454457.0,1696426.0,4399005.0,4065049.0,1249645.0,2693483.0,85309.0,277866.0
2014-10-19,4474360.0,0.0,2455345.0,1713478.0,4417934.0,4065049.0,1252216.0,2693483.0,101413.0,221149.0
2014-10-26,4481616.0,0.0,2459197.0,1715445.0,4425159.0,3956014.0,1252921.0,2566783.0,124596.0,235916.0
2014-11-02,4486754.0,0.0,2461580.0,1717888.0,4430297.0,3956014.0,1255070.0,2566783.0,118660.0,236689.0
2014-11-09,4486585.0,0.0,2461581.0,1717896.0,4430104.0,3871127.0,1262986.0,2481900.0,104204.0,224595.0
2014-11-16,4488895.0,0.0,2461602.0,1717896.0,4432396.0,3871127.0,1268945.0,2481900.0,95008.0,211570.0
2014-11-23,4492759.0,0.0,2461622.0,1734889.0,4436193.0,3815811.0,1267712.0,2413884.0,79634.0,267000.0
2014-11-30,4485931.0,0.0,2461645.0,1729790.0,4429346.0,3815811.0,1273194.0,2413884.0,71901.0,251473.0
2014-12-07,4486190.0,0.0,2461625.0,1729804.0,4429604.0,3759465.0,1274486.0,2354364.0,57606.0,261881.0
2014-12-14,4488865.0,0.0,2461560.0,1729816.0,4431770.0,3759465.0,1277416.0,2354364.0,48807.0,247353.0
2014-12-21,4502247.0,0.0,2461495.0,1741957.0,4445131.0,4062165.0,1282562.0,2655551.0,171314.0,230016.0
2014-12-28,4509462.0,0.0,2461420.0,1747377.0,4452327.0,4062165.0,1294247.0,2655551.0,177911.0,298833.0
2015-01-04,4497660.0,0.0,2461364.0,1736832.0,4440516.0,3929023.0,1298725.0,2502925.0,223452.0,509837.0
2015-01-11,4499524.0,0.0,2461224.0,1736839.0,4442376.0,3929023.0,1293701.0,2502925.0,176363.0,241437.0
2015-01-18,4516077.0,0.0,2461084.0,1751734.0,4458929.0,4069967.0,1286580.0,2649291.0,159730.0,203719.0
2015-01-25,4512936.0,0.0,2460944.0,1750532.0,4455789.0,4069967.0,1286572.0,2649291.0,196231.0,280314.0
2015-02-01,4500064.0,0.0,2460804.0,1738672.0,4442917.0,4004751.0,1285817.0,2577827.0,194311.0,281490.0
2015-02-08,4500348.0,0.0,2460652.0,1738680.0,4443136.0,4004751.0,1290772.0,2577827.0,157250.0,265650.0
2015-02-15,4501685.0,0.0,2460490.0,1738696.0,4444457.0,3839250.0,1298107.0,2416974.0,130765.0,248575.0
2015-02-22,4496851.0,0.0,2460328.0,1749027.0,4439608.0,3839250.0,1304186.0,2416974.0,73097.0,297054.0
2015-03-01,4486725.0,0.0,2460167.0,1740208.0,4429168.0,3776450.0,1306848.0,2326807.0,46714.0,306171.0
2015-03-08,4487583.0,0.0,2460028.0,1740225.0,4430014.0,3776450.0,1310423.0,2326807.0,52446.0,277168.0
2015-03-15,4489279.0,0.0,2459908.0,1740252.0,4431702.0,4090919.0,1311673.0,2648579.0,27237.0,265299.0
2015-03-22,4495888.0,0.0,2459787.0,1745914.0,4438303.0,4090919.0,1311845.0,2648579.0,87560.0,289615.0
2015-03-29,4480603.0,0.0,2459666.0,1731909.0,4422989.0,4043919.0,1312914.0,2592892.0,71325.0,278847.0
2015-04-05,4481799.0,0.0,2459578.0,1731928.0,4424144.0,4043919.0,1315259.0,2592892.0,65529.0,353693.0
2015-04-12,4483419.0,0.0,2459693.0,1731930.0,4425741.0,4130472.0,1318707.0,2683716.0,44254.0,244492.0
2015-04-19,4485366.0,0.0,2459806.0,1734434.0,4427677.0,4130472.0,1317078.0,2683716.0,111551.0,227651.0
2015-04-26,4489695.0,0.0,2459920.0,1737070.0,4431993.0,3995751.0,1315038.0,2536553.0,201073.0,275390.0
2015-05-03,4471499.0,0.0,2460034.0,1718850.0,4413797.0,3995751.0,1315983.0,2536553.0,245426.0,249887.0
2015-05-10,4472703.0,0.0,2460182.0,1718860.0,4414969.0,3970194.0,1319628.0,2518074.0,229131.0,234933.0
2015-05-17,4501188.0,0.0,2460334.0,1743840.0,4443111.0,3970194.0,1320021.0,2518074.0,205392.0,243769.0
2015-05-24,4480384.0,620.0,2460486.0,1737463.0,4422284.0,3939260.0,1321436.0,2476603.0,173749.0,308260.0
2015-05-31,4463981.0,0.0,2460639.0,1722434.0,4405746.0,3939260.0,1324879.0,2476603.0,163581.0,278637.0
2015-06-07,4465360.0,0.0,2460749.0,1722436.0,4407110.0,3917095.0,1323783.0,2461157.0,184099.0,242586.0
2015-06-14,4468005.0,0.0,2460803.0,1722437.0,4409754.0,3917095.0,1322053.0,2461157.0,172918.0,226199.0
2015-06-21,4487817.0,0.0,2460857.0,1740877.0,4429545.0,3940559.0,1320363.0,2488373.0,251369.0,261449.0
2015-06-28,4495055.0,0.0,2460911.0,1746393.0,4436791.0,3940559.0,1320475.0,2488373.0,240762.0,289416.0
2015-07-05,4479130.0,0.0,2460975.0,1732060.0,4420866.0,3875118.0,1325147.0,2418147.0,212135.0,349857.0
2015-07-12,4481289.0,0.0,2461107.0,1732060.0,4422996.0,3875118.0,1326791.0,2418147.0,173642.0,301855.0
2015-07-19,4493605.0,0.0,2461238.0,1743807.0,4435307.0,3995973.0,1325699.0,2537082.0,175706.0,256024.0
2015-07-26,4500503.0,0.0,2461370.0,1749460.0,4442207.0,3995973.0,1325714.0,2537082.0,183203.0,266195.0
2015-08-02,4485480.0,0.0,2461502.0,1734834.0,4427179.0,3983685.0,1327709.0,2511656.0,203378.0,242511.0
2015-08-09,4486329.0,0.0,2461603.0,1734861.0,4428163.0,3983685.0,1330071.0,2511656.0,198755.0,249050.0
2015-08-16,4489250.0,0.0,2461694.0,1734884.0,4431064.0,3919236.0,1331786.0,2455687.0,207989.0,228196.0
2015-08-23,4487208.0,0.0,2461785.0,1748075.0,4428998.0,3919236.0,1331402.0,2455687.0,142076.0,247894.0
2015-08-30,4475105.0,0.0,2461876.0,1736612.0,4416811.0,4059739.0,1333207.0,2578156.0,119147.0,231876.0
2015-09-06,4475886.0,0.0,2461941.0,1736684.0,4417595.0,4059739.0,1337302.0,2578156.0,122263.0,231901.0
2015-09-13,4478213.0,0.0,2461943.0,1736706.0,4419924.0,4099501.0,1342139.0,2629217.0,76256.0,228052.0
2015-09-20,4487809.0,0.0,2461944.0,1745119.0,4429521.0,4099501.0,1339721.0,2629217.0,179990.0,236017.0
2015-09-27,4497484.0,0.0,2461946.0,1752619.0,4438933.0,3953008.0,1339843.0,2471006.0,164941.0,303797.0
2015-10-04,4484111.0,0.0,2461948.0,1741233.0,4425550.0,3953008.0,1342390.0,2471006.0,198716.0,641081.0
2015-10-11,4486185.0,0.0,2461911.0,1741249.0,4427617.0,4055673.0,1345839.0,2581622.0,87139.0,282684.0
2015-10-18,4504704.0,0.0,2461874.0,1756488.0,4446121.0,4055673.0,1347750.0,2581622.0,57540.0,262446.0
2015-10-25,4501372.0,0.0,2461837.0,1755197.0,4442774.0,4067626.0,1347010.0,2578916.0,57086.0,331299.0
2015-11-01,4489339.0,0.0,2461800.0,1744091.0,4430742.0,4067626.0,1349738.0,2578916.0,35586.0,344810.0
2015-11-08,4489702.0,0.0,2461760.0,1744102.0,4431075.0,4049452.0,1355849.0,2562560.0,44215.0,308284.0
2015-11-15,4492012.0,0.0,2461718.0,1744103.0,4433360.0,4049452.0,1360331.0,2562560.0,96449.0,276999.0
2015-11-22,4486721.0,0.0,2461676.0,1753503.0,4428063.0,3999674.0,1359948.0,2503371.0,112494.0,313730.0
2015-11-29,4477088.0,0.0,2461628.0,1744789.0,4418404.0,3999674.0,1365308.0,2503371.0,154215.0,291792.0
2015-12-06,4478069.0,590.0,2461601.0,1744789.0,4419384.0,3932470.0,1366602.0,2428121.0,217267.0,270349.0
2015-12-13,4480436.0,0.0,2461589.0,1744796.0,4421737.0,3932470.0,1367342.0,2428121.0,175746.0,283830.0
2015-12-20,4489593.0,0.0,2461578.0,1753157.0,4430874.0,3886726.0,1368985.0,2385624.0,266187.0,306718.0
2015-12-27,4496523.0,0.0,2461566.0,1757757.0,4437804.0,3886726.0,1376353.0,2385624.0,266131.0,389586.0
2016-01-03,4486587.0,0.0,2461554.0,1747467.0,4447136.0,3637966.0,1380759.0,2124059.0,324846.0,498519.0
2016-01-10,4486606.0,0.0,2461505.0,1747467.0,4447101.0,3637966.0,1376501.0,2124059.0,337737.0,344965.0
2016-01-17,4501695.0,0.0,2461450.0,1760602.0,4462191.0,3854304.0,1370224.0,2347268.0,302240.0,301103.0
2016-01-24,4488840.0,0.0,2461396.0,1750275.0,4449336.0,3854304.0,1369051.0,2347268.0,318749.0,322974.0
2016-01-31,4482349.0,0.0,2461341.0,1744179.0,4442845.0,3798761.0,1368187.0,2278319.0,337973.0,309105.0
2016-02-07,4483495.0,0.0,2461269.0,1744179.0,4443989.0,3798761.0,1370254.0,2278319.0,312633.0,292271.0
2016-02-14,4486278.0,0.0,2461174.0,1744180.0,4446766.0,3880629.0,1373926.0,2377517.0,276161.0,282372.0
2016-02-21,4483629.0,0.0,2461080.0,1756771.0,4444110.0,3880629.0,1382645.0,2377517.0,242350.0,298746.0
2016-02-28,4489796.0,0.0,2461211.0,1760918.0,4450263.0,3881411.0,1385083.0,2355441.0,216862.0,286676.0
2016-03-06,4478485.0,0.0,2461152.0,1751829.0,4438960.0,3881411.0,1387972.0,2355441.0,229388.0,291425.0
2016-03-13,4481083.0,0.0,2461196.0,1751830.0,4441548.0,3944061.0,1391874.0,2419803.0,196297.0,283433.0
2016-03-20,4486333.0,0.0,2461239.0,1758082.0,4446787.0,3944061.0,1393955.0,2419803.0,279081.0,289888.0
2016-03-27,4492857.0,0.0,2461283.0,1762933.0,4452869.0,3855934.0,1395796.0,2317887.0,277707.0,307555.0
2016-04-03,4482840.0,0.0,2461326.0,1753082.0,4442763.0,3855934.0,1397642.0,2317887.0,291912.0,369688.0
2016-04-10,4484069.0,0.0,2461345.0,1753087.0,4444010.0,3888621.0,1400041.0,2356913.0,263537.0,268507.0
2016-04-17,4499729.0,0.0,2461368.0,1766123.0,4459672.0,3888621.0,1399277.0,2356913.0,237928.0,258536.0
2016-04-24,4490131.0,0.0,2461390.0,1759617.0,4450097.0,3867263.0,1399868.0,2316194.0,337540.0,268513.0
2016-05-01,4474665.0,0.0,2461413.0,1744826.0,4434628.0,3867263.0,1402602.0,2316194.0,372499.0,267113.0
