DATE,Total Assets,Repurchase Agreements,U.S. Treasuries Held Outright by Federal Reserve,Mortgage-backed Securities Held by the Federal Reserves,Total Liabilities,Monetary Base,Monetary Base not Sterilized by the Federal Reserve,Excess Reserves,Treasury's General Account,Reverse Repurchase Agreements
2007-09-02,872873.0,33750.0,784637.0,0.0,838587.0,825399.0,775186.0,1155.0,4924.0,31210.0
2007-09-09,871156.0,35000.0,779640.0,0.0,836812.0,827953.0,778661.0,1360.0,4489.0,35098.0
2007-09-16,886314.0,45000.0,779638.0,0.0,851709.0,827953.0,775407.0,1360.0,5188.0,33490.0
2007-09-23,867732.0,32750.0,779635.0,0.0,833403.0,826060.0,773367.0,1956.0,4455.0,36225.0
2007-09-30,889900.0,56000.0,779633.0,0.0,855060.0,826060.0,774843.0,1956.0,4943.0,35312.0
2007-10-07,869051.0,35250.0,779624.0,0.0,834365.0,830569.0,777405.0,2075.0,5645.0,34542.0
2007-10-14,886363.0,50000.0,779608.0,0.0,851564.0,830569.0,779748.0,2075.0,4166.0,34424.0
2007-10-21,869509.0,36250.0,779591.0,0.0,834069.0,827528.0,777686.0,811.0,5105.0,35087.0
2007-10-28,881395.0,46000.0,779574.0,0.0,845717.0,827528.0,776701.0,811.0,4737.0,37428.0
2007-11-04,883385.0,48500.0,779586.0,0.0,847259.0,829875.0,778155.0,1877.0,4307.0,38055.0
2007-11-11,885724.0,48000.0,779613.0,0.0,849472.0,829875.0,782204.0,1877.0,4902.0,36358.0
2007-11-18,889537.0,49500.0,779639.0,0.0,853091.0,835395.0,784415.0,1515.0,5540.0,34703.0
2007-11-25,891028.0,55000.0,779670.0,0.0,853994.0,835395.0,786377.0,1515.0,5324.0,35383.0
2007-12-02,879417.0,46000.0,779693.0,0.0,842873.0,836090.0,783675.0,1829.0,4711.0,34272.0
2007-12-09,882764.0,46500.0,779715.0,0.0,846050.0,836090.0,781939.0,1829.0,5079.0,36650.0
2007-12-16,881750.0,47750.0,774735.0,0.0,844873.0,832075.0,782513.0,1283.0,4333.0,37764.0
2007-12-23,887983.0,57750.0,769755.0,0.0,851440.0,832075.0,785785.0,1283.0,4586.0,36430.0
2007-12-30,890662.0,42500.0,754612.0,0.0,853550.0,843621.0,791801.0,2353.0,4529.0,40542.0
2008-01-06,922187.0,56750.0,740627.0,0.0,884970.0,843621.0,791684.0,2353.0,7277.0,40909.0
2008-01-13,880754.0,30500.0,728203.0,0.0,843332.0,832705.0,781803.0,1783.0,5363.0,37773.0
2008-01-20,893581.0,39000.0,728259.0,0.0,856018.0,832705.0,775503.0,1783.0,5674.0,41079.0
2008-01-27,877253.0,22000.0,723315.0,0.0,839508.0,826979.0,774712.0,1424.0,4871.0,37495.0
2008-02-03,900264.0,50000.0,718371.0,0.0,862367.0,826979.0,774282.0,1424.0,5082.0,39485.0
2008-02-10,871022.0,15500.0,713376.0,0.0,833624.0,826776.0,777108.0,1484.0,4841.0,36553.0
2008-02-17,883005.0,28000.0,713369.0,0.0,845622.0,826776.0,778937.0,1484.0,4979.0,38590.0
2008-02-24,878949.0,38750.0,713362.0,0.0,840427.0,831800.0,780503.0,1767.0,4525.0,38610.0
2008-03-02,893825.0,54500.0,713355.0,0.0,854411.0,831800.0,779452.0,1767.0,5103.0,42648.0
2008-03-09,881208.0,52250.0,713388.0,0.0,841657.0,831500.0,780769.0,1405.0,4794.0,40812.0
2008-03-16,896565.0,77000.0,703436.0,0.0,856900.0,831500.0,781254.0,1405.0,5249.0,40197.0
2008-03-23,888646.0,62000.0,660484.0,0.0,848510.0,834666.0,781201.0,4034.0,5364.0,46143.0
2008-03-30,893965.0,106750.0,612305.0,0.0,853153.0,834666.0,780632.0,4034.0,4944.0,40822.0
2008-04-06,883708.0,76000.0,581240.0,0.0,843762.0,831929.0,779560.0,1730.0,6013.0,41061.0
2008-04-13,893029.0,120000.0,560114.0,0.0,852417.0,831929.0,778902.0,1730.0,3437.0,38779.0
2008-04-20,881904.0,104250.0,548632.0,0.0,841870.0,829273.0,777511.0,1685.0,4614.0,40659.0
2008-04-27,885781.0,109500.0,548661.0,0.0,846150.0,829273.0,776641.0,1685.0,5570.0,39912.0
2008-05-04,888131.0,115500.0,548692.0,0.0,848600.0,829977.0,777090.0,1851.0,4955.0,40704.0
2008-05-11,889228.0,130500.0,536714.0,0.0,849126.0,829977.0,779432.0,1851.0,5730.0,39031.0
2008-05-18,880175.0,100000.0,515656.0,0.0,839647.0,832619.0,780789.0,1593.0,4020.0,39114.0
2008-05-25,898487.0,134000.0,502863.0,0.0,857538.0,832619.0,783345.0,1593.0,4420.0,37026.0
2008-06-01,904054.0,115000.0,491091.0,0.0,863545.0,840843.0,787696.0,2173.0,4415.0,38365.0
2008-06-08,895939.0,119750.0,486937.0,0.0,855688.0,840843.0,787103.0,2173.0,5278.0,42120.0
2008-06-15,890610.0,118250.0,482073.0,0.0,850247.0,837637.0,786398.0,1551.0,4369.0,39755.0
2008-06-22,902304.0,133500.0,478734.0,0.0,862077.0,837637.0,786534.0,1551.0,4172.0,41809.0
2008-06-29,892713.0,129750.0,478796.0,0.0,852326.0,842914.0,787963.0,3029.0,4208.0,42049.0
2008-07-06,902962.0,113000.0,478866.0,0.0,862080.0,842914.0,795095.0,3029.0,4139.0,41091.0
2008-07-13,898034.0,107000.0,478951.0,0.0,857742.0,847282.0,795659.0,1834.0,4355.0,41276.0
2008-07-20,910681.0,116750.0,479036.0,0.0,869867.0,847282.0,793421.0,1834.0,4036.0,43007.0
2008-07-27,899665.0,103750.0,479121.0,0.0,859449.0,847310.0,794244.0,1829.0,6720.0,42149.0
2008-08-03,918625.0,123250.0,479206.0,0.0,878242.0,847310.0,795563.0,1829.0,4271.0,44463.0
2008-08-10,901710.0,104750.0,479330.0,0.0,861395.0,847444.0,795848.0,1950.0,4798.0,43198.0
2008-08-17,914632.0,118250.0,479434.0,0.0,874514.0,847444.0,795101.0,1950.0,4715.0,44172.0
2008-08-24,898611.0,100750.0,479538.0,0.0,858175.0,846685.0,793703.0,1695.0,5177.0,43606.0
2008-08-31,909982.0,111000.0,479642.0,0.0,869193.0,846685.0,795694.0,1695.0,4989.0,43768.0
2008-09-07,905253.0,109000.0,479726.0,0.0,864450.0,851525.0,799719.0,2270.0,5606.0,41756.0
2008-09-14,925725.0,126750.0,479782.0,0.0,885264.0,851525.0,797602.0,2270.0,5412.0,44296.0
2008-09-21,995093.0,98000.0,479839.0,0.0,953758.0,916189.0,796094.0,67864.0,5512.0,46633.0
2008-09-28,1211825.0,86000.0,476578.0,0.0,1170066.0,916189.0,799422.0,67864.0,5175.0,90673.0
2008-10-05,1503989.0,83000.0,476621.0,0.0,1462719.0,991451.0,803979.0,135280.0,5278.0,93063.0
2008-10-12,1591587.0,100000.0,476579.0,0.0,1549600.0,991451.0,811692.0,135280.0,5544.0,77349.0
2008-10-19,1770809.0,80000.0,476555.0,0.0,1728951.0,1151115.0,818498.0,280972.0,23983.0,107819.0
2008-10-26,1802602.0,80000.0,476512.0,0.0,1762743.0,1151115.0,819896.0,280972.0,55625.0,95987.0
2008-11-02,1969086.0,80000.0,476469.0,0.0,1928668.0,1242395.0,823713.0,362890.0,19484.0,94655.0
2008-11-09,2074205.0,80000.0,476456.0,0.0,2033049.0,1242395.0,826880.0,362890.0,18652.0,96663.0
2008-11-16,2212852.0,80000.0,476440.0,0.0,2170947.0,1483787.0,828448.0,604566.0,52985.0,102318.0
2008-11-23,2187137.0,80000.0,476425.0,0.0,2146145.0,1483787.0,828617.0,604566.0,68457.0,102909.0
2008-11-30,2106117.0,80000.0,476407.0,0.0,2063231.0,1480232.0,835083.0,589625.0,17355.0,99761.0
2008-12-07,2136924.0,80000.0,476354.0,0.0,2094108.0,1480232.0,835829.0,589625.0,57345.0,91994.0
2008-12-14,2250012.0,80000.0,476246.0,0.0,2206746.0,1666978.0,837563.0,774379.0,41646.0,92092.0
2008-12-21,2254983.0,80000.0,476138.0,0.0,2209679.0,1666978.0,840741.0,774379.0,120443.0,71928.0
2008-12-28,2232311.0,80000.0,476014.0,0.0,2189794.0,1705638.0,849716.0,798335.0,118058.0,88317.0
2009-01-04,2239457.0,80000.0,475921.0,0.0,2197305.0,1705638.0,853168.0,798335.0,106123.0,88352.0
2009-01-11,2121439.0,60000.0,475718.0,0.0,2079109.0,1753732.0,847956.0,842115.0,62686.0,88913.0
2009-01-18,2049714.0,40000.0,475515.0,5634.0,2007314.0,1753732.0,844072.0,842115.0,31173.0,78836.0
2009-01-25,2037112.0,20000.0,475322.0,5991.0,1995352.0,1709754.0,848198.0,791641.0,46705.0,75025.0
2009-02-01,1927082.0,0.0,475129.0,7377.0,1886373.0,1709754.0,848795.0,791641.0,38717.0,72214.0
2009-02-08,1851437.0,0.0,474982.0,7377.0,1810475.0,1527882.0,852298.0,609759.0,47708.0,74251.0
2009-02-15,1843400.0,0.0,474869.0,7377.0,1802017.0,1527882.0,856001.0,609759.0,20266.0,73284.0
2009-02-22,1915562.0,0.0,474756.0,65292.0,1873869.0,1592442.0,858488.0,672154.0,20501.0,70804.0
2009-03-01,1916115.0,0.0,474643.0,68745.0,1873921.0,1592442.0,858738.0,672154.0,25109.0,67713.0
2009-03-08,1901317.0,0.0,474619.0,68902.0,1858618.0,1542228.0,860470.0,620173.0,68282.0,71262.0
2009-03-15,1899514.0,0.0,474661.0,68958.0,1855606.0,1542228.0,862265.0,620173.0,34431.0,66385.0
2009-03-22,2066942.0,0.0,474704.0,236489.0,2021827.0,1693133.0,862732.0,769661.0,100379.0,65027.0
2009-03-29,2071556.0,0.0,474746.0,236156.0,2025374.0,1693133.0,863094.0,769661.0,56198.0,66427.0
2009-04-05,2078936.0,0.0,492330.0,236637.0,2033396.0,1733017.0,864517.0,803174.0,37754.0,67906.0
2009-04-12,2088573.0,0.0,508414.0,236651.0,2042761.0,1733017.0,866075.0,803174.0,23684.0,66972.0
2009-04-19,2186498.0,0.0,526103.0,355637.0,2140767.0,1789878.0,865226.0,860567.0,94509.0,70627.0
2009-04-26,2196812.0,0.0,534969.0,367590.0,2150811.0,1789878.0,862960.0,860567.0,93533.0,64681.0
2009-05-03,2066712.0,0.0,549046.0,366153.0,2019833.0,1709369.0,863086.0,775575.0,62810.0,67284.0
2009-05-10,2079758.0,0.0,560601.0,365820.0,2038407.0,1709369.0,865869.0,775575.0,70683.0,65144.0
2009-05-17,2196351.0,0.0,577091.0,431545.0,2153258.0,1805373.0,865511.0,875126.0,57167.0,70894.0
2009-05-24,2181632.0,0.0,583271.0,431480.0,2137829.0,1805373.0,866465.0,875126.0,37929.0,67758.0
2009-05-31,2080115.0,0.0,600142.0,427552.0,2035193.0,1772436.0,870017.0,836478.0,11048.0,65879.0
2009-06-07,2077695.0,0.0,606168.0,427633.0,2031998.0,1772436.0,868774.0,836478.0,37634.0,67420.0
2009-06-14,2052297.0,0.0,628690.0,427416.0,2006190.0,1722716.0,868431.0,789652.0,17166.0,67043.0
2009-06-21,2072527.0,0.0,638668.0,455964.0,2025198.0,1722716.0,867521.0,789652.0,132837.0,70166.0
2009-06-28,2025571.0,0.0,653193.0,467226.0,1977676.0,1621214.0,867273.0,685959.0,78847.0,71941.0
2009-07-05,2005627.0,0.0,663470.0,462444.0,1957026.0,1621214.0,871291.0,685959.0,78142.0,72256.0
2009-07-12,1992740.0,0.0,673500.0,462453.0,1943219.0,1682217.0,872756.0,742633.0,36910.0,67844.0
2009-07-19,2072451.0,0.0,684030.0,526418.0,2022977.0,1682217.0,870327.0,742633.0,65234.0,66342.0
2009-07-26,2039001.0,0.0,692726.0,545466.0,1988864.0,1672288.0,869228.0,728588.0,61601.0,66833.0
2009-08-02,2000547.0,0.0,695758.0,542888.0,1950980.0,1672288.0,870575.0,728588.0,57825.0,66010.0
2009-08-09,1989203.0,0.0,705331.0,542885.0,1938807.0,1648636.0,872150.0,708269.0,61522.0,66834.0
2009-08-16,2014899.0,0.0,728974.0,542885.0,1965065.0,1648636.0,872799.0,708269.0,35758.0,67670.0
2009-08-23,2060641.0,0.0,736086.0,609531.0,2010106.0,1744441.0,871488.0,794289.0,40294.0,68369.0
2009-08-30,2074902.0,0.0,744878.0,622864.0,2024333.0,1744441.0,870409.0,794289.0,12828.0,68129.0
2009-09-06,2083720.0,0.0,752841.0,625253.0,2032890.0,1765635.0,872813.0,823029.0,58716.0,68703.0
2009-09-13,2087946.0,0.0,757772.0,625278.0,2036918.0,1765635.0,876679.0,823029.0,4500.0,65874.0
2009-09-20,2139783.0,0.0,759803.0,685056.0,2088503.0,1795581.0,873940.0,854420.0,72399.0,68934.0
2009-09-27,2158631.0,0.0,765633.0,693595.0,2107618.0,1795581.0,872318.0,854420.0,50907.0,70803.0
2009-10-04,2141020.0,0.0,769160.0,692365.0,2089915.0,1858017.0,873497.0,918210.0,108324.0,68913.0
2009-10-11,2138086.0,0.0,769185.0,692291.0,2086998.0,1858017.0,876120.0,918210.0,31005.0,62900.0
2009-10-18,2192787.0,0.0,773460.0,762990.0,2140747.0,1927828.0,877792.0,986564.0,15570.0,61803.0
2009-10-25,2201119.0,0.0,773486.0,776868.0,2149937.0,1927828.0,875323.0,986564.0,73730.0,63608.0
2009-11-01,2161537.0,0.0,774561.0,774066.0,2109020.0,2003003.0,874838.0,1059020.0,30563.0,64446.0
2009-11-08,2165067.0,0.0,776512.0,774394.0,2113703.0,2003003.0,877490.0,1059020.0,81576.0,60735.0
2009-11-15,2135035.0,0.0,776520.0,775573.0,2082052.0,1989940.0,880880.0,1045940.0,62930.0,60403.0
2009-11-22,2208721.0,0.0,776527.0,847042.0,2156893.0,1989940.0,879357.0,1045940.0,62309.0,59906.0
2009-11-29,2206359.0,0.0,776535.0,852124.0,2153546.0,2072256.0,883034.0,1119258.0,12997.0,58483.0
2009-12-06,2204074.0,0.0,776543.0,852172.0,2151393.0,2072256.0,882417.0,1119258.0,60164.0,57558.0
2009-12-13,2186383.0,0.0,776554.0,854313.0,2134232.0,2036838.0,883195.0,1089472.0,55364.0,56516.0
2009-12-20,2235763.0,0.0,776565.0,901231.0,2183512.0,2036838.0,883387.0,1089472.0,132157.0,57547.0
2009-12-27,2235803.0,0.0,776576.0,910433.0,2183678.0,2014212.0,888785.0,1059685.0,119439.0,60725.0
2010-01-03,2234067.0,0.0,776587.0,908257.0,2181947.0,2014212.0,889678.0,1059685.0,149819.0,70450.0
2010-01-10,2235304.0,0.0,776595.0,908737.0,2183156.0,1953607.0,884449.0,1004480.0,166555.0,67572.0
2010-01-17,2291700.0,0.0,776603.0,968590.0,2239377.0,1953607.0,879220.0,1004480.0,124175.0,64366.0
2010-01-24,2251806.0,0.0,776611.0,970901.0,2199819.0,2013108.0,879322.0,1063199.0,170437.0,62930.0
2010-01-31,2246886.0,0.0,776619.0,969728.0,2194515.0,2013108.0,878375.0,1063199.0,126772.0,57794.0
2010-02-07,2249319.0,0.0,776614.0,970327.0,2197319.0,2065854.0,883465.0,1119200.0,122517.0,53720.0
2010-02-14,2256679.0,0.0,776592.0,976865.0,2203855.0,2065854.0,889092.0,1119200.0,68082.0,53137.0
2010-02-21,2277574.0,0.0,776571.0,1025541.0,2225047.0,2148684.0,892985.0,1192014.0,49702.0,54888.0
2010-02-28,2286127.0,0.0,776549.0,1032560.0,2232841.0,2148684.0,892062.0,1192014.0,12922.0,56563.0
2010-03-07,2280147.0,0.0,776553.0,1026828.0,2226872.0,2121248.0,892784.0,1162910.0,53279.0,55205.0
2010-03-14,2282474.0,0.0,776591.0,1029172.0,2229656.0,2121248.0,893623.0,1162910.0,23292.0,55903.0
2010-03-21,2307997.0,0.0,776629.0,1066440.0,2254417.0,2062102.0,893265.0,1103382.0,97429.0,55696.0
2010-03-28,2313149.0,0.0,776667.0,1073800.0,2260111.0,2062102.0,893035.0,1103382.0,50104.0,54719.0
2010-04-04,2307150.0,0.0,776705.0,1068697.0,2254911.0,2055062.0,894146.0,1093573.0,91519.0,57766.0
2010-04-11,2307575.0,0.0,776708.0,1068736.0,2254540.0,2055062.0,896295.0,1093573.0,20439.0,56091.0
2010-04-18,2339345.0,0.0,776711.0,1101874.0,2285005.0,2019074.0,895450.0,1054828.0,9478.0,55226.0
2010-04-25,2337556.0,0.0,776714.0,1101929.0,2283696.0,2019074.0,894760.0,1054828.0,61746.0,52078.0
2010-05-02,2330472.0,0.0,776717.0,1096416.0,2274979.0,1975669.0,895339.0,1009319.0,56908.0,54102.0
2010-05-09,2326164.0,0.0,776749.0,1097415.0,2271825.0,1975669.0,897515.0,1009319.0,69940.0,53483.0
2010-05-16,2336103.0,0.0,776792.0,1098355.0,2281309.0,2019397.0,898681.0,1054931.0,16293.0,56647.0
2010-05-23,2350890.0,0.0,776834.0,1119485.0,2295868.0,2019397.0,897568.0,1054931.0,30213.0,55764.0
2010-05-30,2334041.0,0.0,776877.0,1112910.0,2278993.0,2019365.0,899782.0,1047713.0,16728.0,58158.0
2010-06-06,2336216.0,0.0,776913.0,1113614.0,2281258.0,2019365.0,903727.0,1047713.0,62317.0,59116.0
2010-06-13,2331529.0,0.0,776932.0,1113675.0,2275985.0,2007579.0,901394.0,1041079.0,19140.0,60763.0
2010-06-20,2344316.0,0.0,776951.0,1127597.0,2288364.0,2007579.0,899858.0,1041079.0,85771.0,59442.0
2010-06-27,2344497.0,0.0,776970.0,1128661.0,2288600.0,1994868.0,899735.0,1026948.0,46350.0,60306.0
2010-07-04,2330851.0,0.0,776989.0,1118127.0,2274649.0,1994868.0,904130.0,1026948.0,87615.0,67223.0
2010-07-11,2332017.0,0.0,776997.0,1118290.0,2275083.0,2002137.0,907698.0,1030385.0,16475.0,62904.0
2010-07-18,2340717.0,0.0,777005.0,1128560.0,2284034.0,2002137.0,904540.0,1030385.0,7866.0,62265.0
2010-07-25,2332322.0,0.0,777013.0,1124590.0,2275483.0,1985912.0,902259.0,1012018.0,43865.0,61467.0
2010-08-01,2325298.0,0.0,777021.0,1117474.0,2267183.0,1985912.0,903334.0,1012018.0,30415.0,60641.0
2010-08-08,2326479.0,0.0,777019.0,1117734.0,2269629.0,1996856.0,905775.0,1025785.0,44013.0,60907.0
2010-08-15,2327533.0,0.0,777009.0,1119459.0,2271070.0,1996856.0,906918.0,1025785.0,26932.0,58548.0
2010-08-22,2313662.0,0.0,779549.0,1113017.0,2257141.0,1994404.0,906756.0,1020117.0,30217.0,60185.0
2010-08-29,2301015.0,0.0,784498.0,1103167.0,2244705.0,1994404.0,906277.0,1020117.0,5889.0,61115.0
2010-09-05,2301996.0,0.0,786283.0,1103168.0,2245375.0,1986085.0,909873.0,1006843.0,45737.0,58276.0
2010-09-12,2305802.0,0.0,789894.0,1103168.0,2249187.0,1986085.0,913687.0,1006843.0,4859.0,58802.0
2010-09-19,2296079.0,0.0,794646.0,1092234.0,2239555.0,1955295.0,911257.0,975878.0,114568.0,59924.0
2010-09-26,2307171.0,0.0,805107.0,1091873.0,2250029.0,1955295.0,910623.0,975878.0,77496.0,60102.0
2010-10-03,2298691.0,0.0,811669.0,1078539.0,2241893.0,1946749.0,913760.0,963486.0,57829.0,67370.0
2010-10-10,2308092.0,0.0,819072.0,1078539.0,2250950.0,1946749.0,918609.0,963486.0,49530.0,64440.0
2010-10-17,2309885.0,0.0,821156.0,1078539.0,2253000.0,1966965.0,922580.0,981061.0,15637.0,59973.0
2010-10-24,2305227.0,0.0,832121.0,1065751.0,2248729.0,1966965.0,921378.0,981061.0,52223.0,58560.0
2010-10-31,2295392.0,0.0,837848.0,1051037.0,2238079.0,1963211.0,922325.0,969596.0,27229.0,55552.0
2010-11-07,2300353.0,0.0,842008.0,1051037.0,2243571.0,1963211.0,927731.0,969596.0,36018.0,54591.0
2010-11-14,2312768.0,0.0,853041.0,1051037.0,2256223.0,1963334.0,933751.0,965724.0,8267.0,55088.0
2010-11-21,2314757.0,0.0,873618.0,1038278.0,2258445.0,1963334.0,932377.0,965724.0,38705.0,54199.0
2010-11-28,2346001.0,0.0,901238.0,1037803.0,2289238.0,1985990.0,937336.0,978311.0,24037.0,54709.0
2010-12-05,2346920.0,0.0,917451.0,1022653.0,2290901.0,1985990.0,936391.0,978311.0,45472.0,52862.0
2010-12-12,2382294.0,0.0,949612.0,1022653.0,2325330.0,2031954.0,937528.0,1024316.0,19589.0,50019.0
2010-12-19,2385754.0,0.0,967553.0,1008845.0,2329026.0,2031954.0,938436.0,1024316.0,91641.0,50816.0
2010-12-26,2427921.0,0.0,1007237.0,1008400.0,2371514.0,2004294.0,942422.0,990656.0,89913.0,51134.0
2011-01-02,2420570.0,0.0,1016102.0,992141.0,2363967.0,2004294.0,943749.0,990656.0,88905.0,59246.0
2011-01-09,2436064.0,0.0,1030985.0,992141.0,2383016.0,2016770.0,940305.0,1008893.0,105713.0,57555.0
2011-01-16,2468131.0,0.0,1062061.0,992141.0,2415079.0,2016770.0,936962.0,1008893.0,75569.0,53271.0
2011-01-23,2425164.0,0.0,1079578.0,980157.0,2372101.0,2054422.0,937404.0,1040519.0,94123.0,52932.0
2011-01-30,2443527.0,0.0,1114448.0,965077.0,2390464.0,2054422.0,935342.0,1040519.0,94186.0,52620.0
2011-02-06,2469419.0,0.0,1138166.0,965077.0,2416383.0,2104460.0,941621.0,1091290.0,117875.0,57902.0
2011-02-13,2500481.0,0.0,1167087.0,965077.0,2447459.0,2104460.0,947260.0,1091290.0,62516.0,56022.0
2011-02-20,2508868.0,0.0,1190341.0,958444.0,2455844.0,2239602.0,951429.0,1216126.0,54561.0,57826.0
2011-02-27,2533221.0,0.0,1213425.0,958201.0,2480186.0,2239602.0,956012.0,1216126.0,23123.0,59484.0
2011-03-06,2545119.0,0.0,1236258.0,948932.0,2492065.0,2326078.0,957713.0,1294530.0,49542.0,62461.0
2011-03-13,2577076.0,0.0,1266069.0,948932.0,2524003.0,2326078.0,959955.0,1294530.0,28671.0,55947.0
2011-03-20,2583046.0,0.0,1280386.0,944103.0,2530480.0,2397924.0,961867.0,1366161.0,101471.0,62287.0
2011-03-27,2601341.0,0.0,1305239.0,943848.0,2548768.0,2397924.0,962521.0,1366161.0,71748.0,61386.0
2011-04-03,2622523.0,0.0,1333445.0,937155.0,2569942.0,2468699.0,963991.0,1431187.0,59201.0,65811.0
2011-04-10,2648676.0,0.0,1358207.0,937155.0,2596090.0,2468699.0,968048.0,1431187.0,40962.0,54622.0
2011-04-17,2665408.0,0.0,1374695.0,937155.0,2612826.0,2516991.0,969784.0,1474289.0,24772.0,54022.0
2011-04-24,2685782.0,0.0,1402494.0,933222.0,2633227.0,2516991.0,970580.0,1474289.0,113160.0,56064.0
2011-05-01,2690985.0,0.0,1413467.0,927021.0,2638414.0,2484716.0,972352.0,1433123.0,126185.0,57031.0
2011-05-08,2718757.0,0.0,1441855.0,927021.0,2666198.0,2484716.0,975724.0,1433123.0,125397.0,56973.0
2011-05-15,2744498.0,0.0,1466209.0,927021.0,2691934.0,2551840.0,976785.0,1501809.0,87894.0,54715.0
2011-05-22,2758009.0,0.0,1495166.0,923579.0,2705412.0,2551840.0,976334.0,1501809.0,109620.0,57426.0
2011-05-29,2774996.0,0.0,1519327.0,917856.0,2722338.0,2609086.0,979160.0,1548408.0,73694.0,54181.0
2011-06-05,2788723.0,0.0,1532236.0,917856.0,2736035.0,2609086.0,984201.0,1548408.0,73973.0,59937.0
2011-06-12,2811206.0,0.0,1554660.0,917856.0,2758517.0,2666626.0,983093.0,1609735.0,23496.0,59767.0
2011-06-19,2827549.0,0.0,1575939.0,914506.0,2774594.0,2666626.0,982363.0,1609735.0,126428.0,68179.0
2011-06-26,2856403.0,0.0,1601963.0,914326.0,2803433.0,2629738.0,981747.0,1567338.0,129694.0,65353.0
2011-07-03,2865251.0,0.0,1617060.0,908853.0,2812276.0,2629738.0,985788.0,1567338.0,105582.0,66607.0
2011-07-10,2870103.0,0.0,1624515.0,908853.0,2818436.0,2698259.0,990861.0,1634336.0,67270.0,67527.0
2011-07-17,2878074.0,0.0,1630414.0,908853.0,2826400.0,2698259.0,988285.0,1634336.0,39416.0,65052.0
2011-07-24,2871301.0,0.0,1634093.0,904182.0,2819628.0,2675877.0,987624.0,1607725.0,96422.0,64695.0
2011-07-31,2863576.0,0.0,1638161.0,897285.0,2811904.0,2675877.0,989019.0,1607725.0,66757.0,67004.0
2011-08-07,2867215.0,0.0,1640919.0,897285.0,2815452.0,2672301.0,993062.0,1601777.0,32271.0,68623.0
2011-08-14,2872423.0,0.0,1644743.0,897285.0,2820657.0,2672301.0,992791.0,1601777.0,14599.0,96807.0
2011-08-21,2857906.0,0.0,1647633.0,892569.0,2806088.0,2648963.0,992382.0,1577640.0,8905.0,95911.0
2011-08-28,2859433.0,0.0,1648435.0,892350.0,2807603.0,2648963.0,991611.0,1577640.0,10896.0,99519.0
2011-09-04,2853888.0,0.0,1652113.0,884945.0,2801998.0,2654221.0,996056.0,1568419.0,42481.0,104544.0
2011-09-11,2858660.0,0.0,1655599.0,884945.0,2806757.0,2654221.0,1001525.0,1568419.0,22841.0,102756.0
2011-09-18,2863540.0,0.0,1658960.0,884945.0,2811637.0,2634075.0,998153.0,1548282.0,16083.0,94116.0
2011-09-25,2857747.0,0.0,1663105.0,879240.0,2805844.0,2634075.0,995059.0,1548282.0,74216.0,90953.0
2011-10-02,2850921.0,0.0,1664655.0,870883.0,2798913.0,2630423.0,996320.0,1541602.0,44942.0,82815.0
2011-10-09,2859701.0,0.0,1671784.0,870883.0,2807669.0,2630423.0,1000668.0,1541602.0,31623.0,82828.0
2011-10-16,2860822.0,0.0,1668766.0,870883.0,2808784.0,2658741.0,1003322.0,1571866.0,17681.0,73484.0
2011-10-23,2852390.0,0.0,1670256.0,862075.0,2800350.0,2658741.0,1001153.0,1571866.0,68392.0,80468.0
2011-10-30,2845685.0,0.0,1678012.0,849261.0,2793628.0,2616333.0,1001574.0,1515424.0,55187.0,81316.0
2011-11-06,2822034.0,0.0,1654195.0,849261.0,2769942.0,2616333.0,1008443.0,1515424.0,63901.0,124512.0
2011-11-13,2839786.0,0.0,1668111.0,849261.0,2787680.0,2633476.0,1015192.0,1532319.0,24193.0,87648.0
2011-11-20,2831576.0,0.0,1675836.0,841983.0,2779409.0,2633476.0,1016372.0,1532319.0,44782.0,96829.0
2011-11-27,2821980.0,0.0,1664795.0,841600.0,2768054.0,2575806.0,1020751.0,1460697.0,34535.0,84779.0
2011-12-04,2814235.0,0.0,1672038.0,827052.0,2760273.0,2575806.0,1020447.0,1460697.0,85605.0,92968.0
2011-12-11,2820691.0,0.0,1675034.0,827052.0,2766878.0,2639406.0,1022091.0,1528450.0,21747.0,85198.0
2011-12-18,2902488.0,0.0,1673475.0,858078.0,2848609.0,2639406.0,1024629.0,1528450.0,25651.0,82472.0
2011-12-25,2916085.0,0.0,1684249.0,851726.0,2862202.0,2594558.0,1028516.0,1471359.0,106592.0,90070.0
2012-01-01,2926095.0,0.0,1672092.0,837295.0,2872296.0,2594558.0,1034520.0,1471359.0,91418.0,88674.0
2012-01-08,2917689.0,0.0,1663438.0,837739.0,2863890.0,2643893.0,1032534.0,1523682.0,87031.0,88111.0
2012-01-15,2899149.0,0.0,1650843.0,840274.0,2845348.0,2643893.0,1026588.0,1523682.0,66067.0,84632.0
2012-01-22,2919423.0,0.0,1651506.0,847434.0,2865622.0,2630313.0,1026122.0,1509193.0,108203.0,91093.0
2012-01-29,2919545.0,0.0,1661529.0,835624.0,2865744.0,2630313.0,1024676.0,1509193.0,111938.0,88715.0
2012-02-05,2924947.0,0.0,1662459.0,836012.0,2870345.0,2659417.0,1028912.0,1535629.0,120691.0,83873.0
2012-02-12,2928275.0,0.0,1660692.0,836030.0,2873730.0,2659417.0,1036968.0,1535629.0,49136.0,86755.0
