DATE,Oil Price,Banana Price,Orange Price,CPI
1990-03-31,19.7191798418972,591.033333333333,1.92552073365231,128.03333333333333
1990-06-30,16.3834368530021,535.9,1.9247086940836933,129.29999999999998
1990-09-30,26.3570783926219,565.2,1.66789243035124,131.53333333333333
1990-12-31,32.3667607754564,471.266666666667,1.1497567115251899,133.76666666666665
1991-03-31,20.9463957902001,709.23,1.1715337092731832,134.76666666666668
1991-06-30,18.9095092226614,681.863333333333,1.16899873737374,135.56666666666666
1991-09-30,19.9218253968254,415.753333333333,1.1910795454545466,136.6
1991-12-31,20.5237511763599,431.0,1.6003630089717034,137.73333333333332
1992-03-31,17.9752042160738,594.1,1.44938596491228,138.66666666666666
1992-06-30,20.0618326118326,416.423333333333,1.3358938672438665,139.73333333333332
1992-09-30,20.1358601543384,521.65,1.1632171717171733,140.79999999999998
1992-12-31,19.2600542694021,360.16,0.970681419457735,142.03333333333333
1993-03-31,18.2650838509317,589.843333333333,0.7557821128909229,143.0666666666667
1993-06-30,18.3316378066378,471.62,1.019888275613277,144.1
1993-09-30,16.595,339.466666666667,1.2009264069264034,144.76666666666668
1993-12-31,15.1473153899241,371.173333333333,1.10054880952381,145.96666666666667
1994-03-31,13.9377698412698,568.386666666667,1.0789392866223533,146.70000000000002
1994-06-30,16.2067243867244,374.106666666667,0.9703640730614427,147.53333333333333
1994-09-30,17.0253356546835,430.653333333333,0.9145149240855762,148.9
1994-12-31,16.6688023088023,386.016666666667,1.0677361111111132,149.76666666666668
1995-03-31,17.0538708827405,445.376666666667,1.02330988703643,150.86666666666667
1995-06-30,18.2850026350461,382.57,1.0418823763955334,152.1
1995-09-30,16.3426915113872,525.136666666667,1.0480771739130432,152.86666666666667
1995-12-31,17.1134271284271,427.326666666667,1.2005136363636366,153.70000000000002
1996-03-31,18.5969772256729,501.403333333333,1.2493261904761932,155.06666666666666
1996-06-30,19.6990283267457,541.823333333333,1.2581647907647902,156.4
1996-09-30,21.1340400903444,409.03,1.14615458152958,157.29999999999998
1996-12-31,23.8040742832047,426.08,1.0059798436308167,158.66666666666666
1997-03-31,21.361891994479,740.791896869245,0.8193334529505583,159.63333333333333
1997-06-30,18.2749062049062,497.007366482505,0.765702380952381,160.0
1997-09-30,18.651351402221,438.766114180479,0.7234996392496393,160.79999999999998
1997-12-31,18.9531449275362,413.674033149171,0.7747084980237157,161.66666666666666
1998-03-31,14.4454848484848,449.125230202578,0.98130339105339,162.0
1998-06-30,13.7924025974026,706.491712707182,1.0358869408369415,162.53333333333333
1998-09-30,12.7675663466968,388.812154696133,1.0757240259740233,163.36666666666667
1998-12-31,11.4994227994228,424.309392265193,1.13903823953824,164.13333333333333
1999-03-31,11.500461352657,462.177716390423,0.9195170289855072,164.73333333333332
1999-06-30,15.7675757575758,344.498158379374,0.8637123376623377,165.96666666666667
1999-09-30,20.9265151515152,350.023020257827,0.886272727272727,167.20000000000002
1999-12-31,24.2383248635423,338.973296500921,0.9205338477947174,168.43333333333334
2000-03-31,27.0527191166322,494.475138121547,0.8460579710144933,170.1
2000-06-30,27.1472997364954,436.489110417167,0.8289964114832536,171.4333333333333
2000-09-30,31.2946307798482,360.593512767426,0.7521856452726023,173.0
2000-12-31,29.8864502164502,397.537928615276,0.7488310606060606,174.23333333333335
2001-03-31,26.2403484848485,589.650255861522,0.7549747664616087,175.9
2001-06-30,27.4867218771567,593.60808940439,0.7653286435786434,177.13333333333333
2001-09-30,25.5214835309618,655.576907678757,0.7991755521049,177.63333333333333
2001-12-31,19.6064972708451,499.943066781909,0.9023516045548653,177.5
2002-03-31,21.5263319530711,503.886277066129,0.9057804720133671,178.0666666666667
2002-06-30,25.2876732542819,615.27553337752,0.9071833333333333,179.46666666666667
2002-09-30,26.9495928226363,486.076231931425,0.987991666666665,180.4333333333333
2002-12-31,26.6967858711337,505.211469209845,0.9769856970324363,181.5
2003-03-31,31.213096963423,501.255390457888,0.8793450292397663,183.36666666666667
2003-06-30,26.105404040404,328.34760390009,0.8551031746031743,183.0666666666667
2003-09-30,28.4220330635548,295.630067879647,0.7904512987012987,184.4333333333333
2003-12-31,29.3758768115942,375.530466810793,0.6923862596213853,185.13333333333333
2004-03-31,31.733722002635,481.733015963138,0.6167465484363084,186.70000000000002
2004-06-30,35.4615007215007,561.679342756691,0.5774055555555556,188.16666666666666
2004-09-30,41.2556060606061,560.229365477984,0.7133069985569986,189.36666666666667
2004-12-31,44.48349300458,495.702885205647,0.804493098688751,191.4
2005-03-31,47.7082974465148,765.400695469156,0.8752513955342903,192.36666666666667
2005-06-30,52.2429437229437,569.233176277375,0.9507878787878786,193.66666666666666
2005-09-30,61.6125042348955,462.777937225451,0.9563923395445136,196.6
2005-12-31,57.171645021645,509.67448757504,1.1757330447330434,198.4333333333333
2006-03-31,62.2880915678524,792.302680904651,1.31061268115942,199.46666666666667
2006-06-30,70.0275757575757,776.619789050728,1.5271985645932997,201.26666666666665
2006-09-30,70.0228433402346,558.715479145458,1.71838043478261,203.16666666666666
2006-12-31,60.0804617604618,603.763563017707,1.9455645534290265,202.33333333333334
2007-03-31,58.2766054018445,648.554364204136,1.9863060606060599,204.317
2007-06-30,68.6757832988268,705.916444566457,1.58644696969697,206.631
2007-09-30,74.7394084321476,699.210760014267,1.2925335621662832,207.939
2007-12-31,88.9194262500784,654.02012645587,1.4110740777338602,210.4896666666667
2008-03-31,96.6586749482402,832.580289702558,1.2787084776334767,212.76966666666667
2008-06-30,122.218643578644,912.564875272057,1.1326432178932164,215.5376666666667
2008-09-30,115.380382709078,777.624309392265,1.066638167388166,218.861
2008-12-31,55.0629057971015,851.749539594843,0.7834649296165317,213.84866666666667
2009-03-31,44.2225909090909,880.985267034991,0.724560606060606,212.37766666666667
2009-06-30,58.8668398268398,867.173112338858,0.8441333694083694,213.50699999999998
2009-09-30,68.3364781353912,827.578268876611,0.950093434343434,215.34399999999997
2009-12-31,74.8982894158981,816.068139963167,1.1668856060606065,217.03
2010-03-31,76.6748371290545,805.325352977286,1.4038173150266966,217.37400000000002
2010-06-30,78.8450360750361,888.574976282158,1.3809972582972598,217.29733333333334
2010-09-30,76.675,922.526368658965,1.44226479076479,217.93433333333334
2010-12-31,87.0331601731602,909.245374024379,1.56773629148629,219.69899999999998
2011-03-31,105.369424085576,985.572541932138,1.7234869183829133,222.04366666666667
2011-06-30,117.541904761905,1007.2932362297,1.7897585858585867,224.56833333333336
2011-09-30,113.266947738252,956.656576401952,1.7878514837819166,226.03266666666664
2011-12-31,109.978629148629,954.13487678681,1.7336904761904766,227.04733333333334
2012-03-31,118.427965367965,1046.51487248172,1.9000424242424234,228.32600000000002
2012-06-30,109.060407177364,980.367485291819,1.2656648989898966,228.808
2012-09-30,110.133826745718,962.847305628953,1.2214045984526534,229.841
2012-12-31,110.424491498839,947.39691274642,1.1959531573498967,231.36933333333332
2013-03-31,112.867180124224,932.601641825759,1.2415062447786134,232.29933333333335
2013-06-30,103.099644927536,910.610428085806,1.4479863636363632,232.045
2013-09-30,110.266868059477,934.203917629332,1.3630984848484866,233.29999999999998
2013-12-31,109.613208796035,928.121508832534,1.3216327812284334,234.1626666666667
2014-03-31,108.211017253278,947.133477460165,1.4696570593149534,235.621
2014-06-30,110.02562049062,929.191281401226,1.5856984126984133,236.87233333333333
2014-09-30,102.572413576761,939.274180326306,1.4633679653679668,237.47833333333332
2014-12-31,76.572731884058,911.902474177276,1.39848798627002,236.88833333333332
2015-03-31,54.5705757575757,974.803281433116,1.3204709330143534,235.35500000000002
2015-06-30,62.5467243867244,978.370923122304,1.1662267316017332,236.96
2015-09-30,50.7979430955518,948.921631121967,1.23276803751804,237.855
2015-12-31,44.175606374302,932.738992131257,1.3850098484848468,237.837
2016-03-31,35.1999309868875,1028.16669145038,1.2972169457735234,237.68933333333334
2016-06-30,46.9809163059163,992.960385225579,1.4833647186147199,239.59033333333332
2016-09-30,47.0091878411444,1023.16835351906,1.8779822291235335,240.60733333333334
2016-12-31,51.1262698412698,965.425765149522,2.07375396825397,242.13466666666667
2017-03-31,54.8207088274045,1029.79201697494,1.74543360030511,243.83866666666665
2017-06-30,51.0016916996047,1081.55176555369,1.4708038277511999,244.12
2017-09-30,52.246259489303,1098.06629834254,1.3873707211870265,245.287
2017-12-31,61.4790043290043,1087.4929245095,1.5469674242424232,247.23833333333334
2018-03-31,67.1591495388669,1185.7783940777,1.4285697577276533,249.3216666666667
2018-06-30,74.8900207039338,1155.69796659155,1.56286976911977,250.679
2018-09-30,76.0811317523057,1121.41866660843,1.5965547019723232,251.68633333333332
2018-12-31,68.3200699542004,1128.10225379286,1.3849085231193934,252.711
2019-03-31,63.7568957902001,1156.09927212137,1.2023253968253966,253.414
2019-06-30,68.3578465085639,1142.43261342709,1.032550865800865,255.22
2019-09-30,62.1237693707259,1134.89871086556,1.0048575757575773,256.08500000000004
2019-12-31,62.5553842775582,1136.40913094432,0.9806247757073844,257.8876666666667
2020-03-31,51.1789894598155,1185.59787158154,1.0052414748993703,258.803
2020-06-30,33.3771572871573,1291.00794846651,1.1823589826839833,256.3153333333333
