,URL
Great Britian Index of Yield Of Fixed Interest Stocks 01/1925-12/1934,https://data.nber.org/databases/macrohistory/rectdata/13/m13034b.dat
"U.S. Yields On Corporate Bonds, Highest Rating 01/1919-12/1968",https://data.nber.org/databases/macrohistory/rectdata/13/m13035.dat
"U.S. Yields On Corporate Bonds, Lowest Rating 01/1919-05/1968",https://data.nber.org/databases/macrohistory/rectdata/13/m13036.dat
U.S. Excess of Paris Open Market Discount Rate Over New York Commercial Paper Rate 01/1876-07/1914; 01/1925-09/1939,https://data.nber.org/databases/macrohistory/rectdata/13/m13037.dat
France/Germany Excess of Paris Open Market Discount Rate Over Berlin Open Market Discount Rate 01/1876-07/1914; 01/1925-07/1939,https://data.nber.org/databases/macrohistory/rectdata/13/m13039.dat
U.S. Excess of New York Call Money Rate Over London Open Market Discount Rate 01/1876-12/1914; 01/1925-12/1938,https://data.nber.org/databases/macrohistory/rectdata/13/m13040.dat
England Yield of Three Percent Consols 01/1840-12/1852,https://data.nber.org/databases/macrohistory/rectdata/13/m13041a.dat
England Yield of Three Percent Consols 01/1852-12/1888,https://data.nber.org/databases/macrohistory/rectdata/13/m13041b.dat
England Yield of Consols 03/1888-12/1938,https://data.nber.org/databases/macrohistory/rectdata/13/m13041c.dat
"U.S. Yields On Municipal Bonds, Highest Rating 01/1937-01/1966",https://data.nber.org/databases/macrohistory/rectdata/13/m13043.dat
"U.S. Yields On Corporate Bonds, New Issues, Aa Rating 01-06,08/1951; 10/1951-07/1952; 10/1952-05/1953; 07/1953-06/1954; 08/1954-03/1955; 05,06,08-12/1955; 02/1956-01/1961; 03/1961-03/1964; 05-09,12/1964; 02/1965-04/1967",https://data.nber.org/databases/macrohistory/rectdata/13/m13044.dat
U.S. Secondary Market Yields On Federal Housing Administration Mortgages 01/1949-12/1965,https://data.nber.org/databases/macrohistory/rectdata/13/m13045.dat
U.S. Dividend Yield of Common Stocks On the New York Stock Exchange 01/1871-12/1938,https://data.nber.org/databases/macrohistory/rectdata/13/m13046a.dat
"U.S. Dividend Yield of Common Stocks On the New York Stock Exchange, Composite Index 01/1926-02/1969",https://data.nber.org/databases/macrohistory/rectdata/13/m13046b.dat
"U.S. Yield On New Issues of High-Grade Corporate Bonds, First National City Bank 01/1948-1961",https://data.nber.org/databases/macrohistory/rectdata/13/m13047a.dat
"U.S. Yield On New Issues of High-Grade Corporate Bonds, First National City Bank 01/1959-04/1968",https://data.nber.org/databases/macrohistory/rectdata/13/m13047b.dat
