,URL
"U.S. Index of Value Of Total Building, Original Data, Long 1868-1939",https://data.nber.org/databases/macrohistory/rectdata/02/a02004.dat
"U.S. Value of Building Permits Per Capita, Riggleman (Current Dollars) 1830-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02009.dat
"U.S. Value of Building Permits Per Capita, As Per Cent Of Trend, Riggleman (Constant Dollars) 1830-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02010.dat
"U.S. Adjusted Index of Building Permits, New England Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02037.dat
"U.S. Adjusted Index of Building Permits, Middle Atlantic Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02038.dat
"U.S. Adjusted Index of Building Permits, South Atlantic Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02039.dat
"U.S. Adjusted Index of Building Permits, East North Central Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02040.dat
"U.S. Adjusted Index of Building Permits, West North Central Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02041.dat
"U.S. Adjusted Index of Building Permits, South Central Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02042.dat
"U.S. Adjusted Index of Building Permits, Western Cities, Riggleman 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02043.dat
"U.S. Brooklyn ,Value of Permits For New Buildings 1874-1935",https://data.nber.org/databases/macrohistory/rectdata/02/a02046.dat
"U.S. Value of Total Building Permits, Chicago 1854-1870, 1872-1943",https://data.nber.org/databases/macrohistory/rectdata/02/a02047.dat
"U.S. Value of Permits For New Buildings, Philadelphia 1890-1935",https://data.nber.org/databases/macrohistory/rectdata/02/a02048.dat
"U.S. Value of Total Building Permits, Detroit 1878 - 1935",https://data.nber.org/databases/macrohistory/rectdata/02/a02049.dat
"U.S. Value of Permits For New Buildings, Detroit 1878-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02049a.dat
"U.S. Value of Total Building Permits, St. Louis 1875-1933",https://data.nber.org/databases/macrohistory/rectdata/02/a02050.dat
"U.S. Value of Permits For New Buildings, Minneapolis 1887-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02051.dat
"U.S. Value of Permits For New Buildings, Pittsburgh 1896-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02052.dat
"U.S. United States: Value of Plans For Residential Building, Manhattan 1868-1920",https://data.nber.org/databases/macrohistory/rectdata/02/a02053a.dat
"U.S. United States: Value of Plans For Residential Building, Manhattan 1902-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02053b.dat
"U.S. Value of Permits For Residential Buildings, Philadelphia 1890-1935",https://data.nber.org/databases/macrohistory/rectdata/02/a02054.dat
"U.S. Number of Household Units Covered By Permits, St. Louis 1886-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02055.dat
"U.S. Value of Plans For Commercial and Industrial Buildings, Manhattan 1868-1920",https://data.nber.org/databases/macrohistory/rectdata/02/a02056a.dat
"U.S. Value of Plans For Commercial and Industrial Buildings, Manhattan 1902-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02056b.dat
"U.S. Value of Permits For Commercial and Industrial Buildings, Philadelphia 1890-1935",https://data.nber.org/databases/macrohistory/rectdata/02/a02057.dat
"U.S. Value of Plans For Additions and Alterations, Manhattan And Portions Of the Bronx 1868-1909",https://data.nber.org/databases/macrohistory/rectdata/02/a02058.dat
"Manhattan Value of Plans For Additions and Alterations, Manhattan 1901-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02058a.dat
"Philadelphia Value of Permits For Additions and Alterations, Philadelphia 1890-1935",https://data.nber.org/databases/macrohistory/rectdata/02/a02060.dat
"U.S. Value of Permits For Additions and Alterations, Detroit 1878, 1880-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02061.dat
"U.S. Value of Building Permits For Additions and Alterations, St. Louis 1915-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02062.dat
"U.S. Value of Building Permits For Additions and Alterations, St. Louis 1900-1915",https://data.nber.org/databases/macrohistory/rectdata/02/a02062a.dat
"U.S. Value of Permits For Additions and Alterations, Minneapolis 1887-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02063.dat
"U.S. Value of Permits For Additions and Alterations, Pittsburgh 1896-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02064.dat
"U.S. Value of Permits For Additions, Pittsburgh 1896-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02065.dat
"U.S. Value of Permits For Alterations, Pittsburgh 1896-1944",https://data.nber.org/databases/macrohistory/rectdata/02/a02066.dat
